"DayOfWeek","DayOfYear","Records Affected","Timestamp","WeekNbr"
2,6,4,2020-01-07T02:54:46.000Z,1
2,6,1,2020-01-07T03:28:00.000Z,1
2,6,1,2020-01-07T03:25:09.000Z,1
2,6,1,2020-01-07T04:19:34.000Z,1
2,6,1,2020-01-07T03:54:10.000Z,1
2,6,1,2020-01-07T03:55:00.000Z,1
2,6,1,2020-01-07T04:28:27.000Z,1
2,6,45,2020-01-07T04:29:49.000Z,1
2,6,1,2020-01-07T04:29:49.000Z,1
2,6,45,2020-01-07T04:29:49.000Z,1
2,6,1,2020-01-07T05:20:06.000Z,1
2,6,null,2020-01-07T04:31:22.000Z,1
2,6,1,2020-01-07T04:31:34.000Z,1
2,6,38,2020-01-07T04:32:30.000Z,1
2,6,1,2020-01-07T04:32:30.000Z,1
2,6,38,2020-01-07T04:32:31.000Z,1
2,6,null,2020-01-07T04:36:13.000Z,1
2,6,1,2020-01-07T04:36:17.000Z,1
2,6,2,2020-01-07T04:36:32.000Z,1
2,6,1,2020-01-07T04:36:32.000Z,1
2,6,2,2020-01-07T04:36:33.000Z,1
2,6,null,2020-01-07T04:39:49.000Z,1
2,6,1,2020-01-07T04:40:25.000Z,1
2,6,0,2020-01-07T04:40:57.000Z,1
2,6,1,2020-01-07T04:40:57.000Z,1
2,6,1,2020-01-07T04:42:46.000Z,1
2,6,1,2020-01-07T04:54:52.000Z,1
2,6,3,2020-01-07T04:56:10.000Z,1
2,6,null,2020-01-07T05:01:23.000Z,1
2,6,1,2020-01-07T05:01:28.000Z,1
2,6,1,2020-01-07T05:01:44.000Z,1
2,6,1,2020-01-07T05:06:00.000Z,1
2,6,289,2020-01-07T05:06:01.000Z,1
2,6,1,2020-01-07T05:59:51.000Z,1
3,7,1,2020-01-07T10:28:08.000Z,1
3,7,0,2020-01-07T10:28:23.000Z,1
3,7,1,2020-01-07T10:28:23.000Z,1
3,7,null,2020-01-07T08:00:22.000Z,1
2,6,1,2020-01-07T02:23:34.000Z,1
2,6,1,2020-01-07T01:52:59.000Z,1
2,6,34,2020-01-07T01:53:59.000Z,1
2,6,1,2020-01-07T02:09:14.000Z,1
2,6,5058,2020-01-07T02:09:18.000Z,1
2,6,1,2020-01-07T03:07:36.000Z,1
2,6,1,2020-01-07T02:54:03.000Z,1
2,6,4,2020-01-07T02:54:46.000Z,1
2,6,1,2020-01-07T03:28:00.000Z,1
2,6,1,2020-01-07T03:25:09.000Z,1
2,6,1,2020-01-07T04:19:34.000Z,1
2,6,1,2020-01-07T03:54:10.000Z,1
2,6,1,2020-01-07T03:55:00.000Z,1
2,6,1,2020-01-07T04:28:27.000Z,1
2,6,45,2020-01-07T04:29:49.000Z,1
2,6,1,2020-01-07T04:29:49.000Z,1
2,6,45,2020-01-07T04:29:49.000Z,1
2,6,1,2020-01-07T05:20:06.000Z,1
2,6,null,2020-01-07T04:31:22.000Z,1
2,6,1,2020-01-07T04:31:34.000Z,1
2,6,38,2020-01-07T04:32:30.000Z,1
2,6,1,2020-01-07T04:32:30.000Z,1
2,6,38,2020-01-07T04:32:31.000Z,1
2,6,null,2020-01-07T04:36:13.000Z,1
2,6,1,2020-01-07T04:36:17.000Z,1
2,6,2,2020-01-07T04:36:32.000Z,1
2,6,1,2020-01-07T04:36:32.000Z,1
2,6,2,2020-01-07T04:36:33.000Z,1
2,6,null,2020-01-07T04:39:49.000Z,1
2,6,1,2020-01-07T04:40:25.000Z,1
2,6,0,2020-01-07T04:40:57.000Z,1
2,6,1,2020-01-07T04:40:57.000Z,1
2,6,1,2020-01-07T04:42:46.000Z,1
2,6,1,2020-01-07T04:54:52.000Z,1
2,6,3,2020-01-07T04:56:10.000Z,1
2,6,null,2020-01-07T05:01:23.000Z,1
2,6,1,2020-01-07T05:01:28.000Z,1
2,6,1,2020-01-07T05:01:44.000Z,1
2,6,1,2020-01-07T05:06:00.000Z,1
2,6,289,2020-01-07T05:06:01.000Z,1
2,6,1,2020-01-07T05:59:51.000Z,1
3,7,1,2020-01-07T10:28:08.000Z,1
3,7,0,2020-01-07T10:28:23.000Z,1
3,7,1,2020-01-07T10:28:23.000Z,1
3,7,1,2020-01-07T10:31:21.000Z,1
3,7,1,2020-01-07T10:31:27.000Z,1
3,7,1,2020-01-07T10:36:06.000Z,1
3,7,0,2020-01-07T10:36:08.000Z,1
3,7,1,2020-01-07T10:36:08.000Z,1
3,7,1,2020-01-07T10:39:07.000Z,1
3,7,0,2020-01-07T10:39:08.000Z,1
3,7,1,2020-01-07T10:39:08.000Z,1
3,7,1,2020-01-07T11:01:15.000Z,1
3,7,0,2020-01-07T11:01:17.000Z,1
3,7,1,2020-01-07T11:01:17.000Z,1
2,6,1,2020-01-07T05:59:51.000Z,1
3,7,null,2020-01-07T08:00:22.000Z,1
2,6,1,2020-01-07T02:23:34.000Z,1
2,6,1,2020-01-07T01:52:59.000Z,1
2,6,34,2020-01-07T01:53:59.000Z,1
2,6,1,2020-01-07T02:09:14.000Z,1
2,6,5058,2020-01-07T02:09:18.000Z,1
2,6,1,2020-01-07T03:07:36.000Z,1
2,6,1,2020-01-07T02:54:03.000Z,1
2,6,4,2020-01-07T02:54:46.000Z,1
2,6,1,2020-01-07T03:28:00.000Z,1
2,6,1,2020-01-07T03:25:09.000Z,1
2,6,1,2020-01-07T04:19:34.000Z,1
2,6,1,2020-01-07T03:54:10.000Z,1
2,6,1,2020-01-07T03:55:00.000Z,1
2,6,1,2020-01-07T04:28:27.000Z,1
2,6,45,2020-01-07T04:29:49.000Z,1
2,6,1,2020-01-07T04:29:49.000Z,1
2,6,45,2020-01-07T04:29:49.000Z,1
2,6,1,2020-01-07T05:20:06.000Z,1
2,6,null,2020-01-07T04:31:22.000Z,1
2,6,1,2020-01-07T04:31:34.000Z,1
2,6,38,2020-01-07T04:32:30.000Z,1
2,6,1,2020-01-07T04:32:30.000Z,1
2,6,38,2020-01-07T04:32:31.000Z,1
2,6,null,2020-01-07T04:36:13.000Z,1
2,6,1,2020-01-07T04:36:17.000Z,1
2,6,2,2020-01-07T04:36:32.000Z,1
2,6,1,2020-01-07T04:36:32.000Z,1
2,6,2,2020-01-07T04:36:33.000Z,1
2,6,null,2020-01-07T04:39:49.000Z,1
2,6,1,2020-01-07T04:40:25.000Z,1
2,6,0,2020-01-07T04:40:57.000Z,1
2,6,1,2020-01-07T04:40:57.000Z,1
2,6,1,2020-01-07T04:42:46.000Z,1
2,6,1,2020-01-07T04:54:52.000Z,1
2,6,3,2020-01-07T04:56:10.000Z,1
2,6,null,2020-01-07T05:01:23.000Z,1
2,6,1,2020-01-07T05:01:28.000Z,1
2,6,1,2020-01-07T05:01:44.000Z,1
2,6,1,2020-01-07T05:06:00.000Z,1
2,6,289,2020-01-07T05:06:01.000Z,1
3,7,1,2020-01-07T17:01:17.000Z,1
3,7,0,2020-01-07T17:01:21.000Z,1
3,7,1,2020-01-07T17:01:21.000Z,1
3,7,1,2020-01-07T17:21:31.000Z,1
3,7,1,2020-01-07T17:23:37.000Z,1
3,7,13702,2020-01-07T17:23:42.000Z,1
3,7,1,2020-01-07T18:17:18.000Z,1
3,7,1,2020-01-07T17:52:51.000Z,1
3,7,454,2020-01-07T17:54:47.000Z,1
3,7,1,2020-01-07T18:24:40.000Z,1
3,7,1,2020-01-07T18:54:34.000Z,1
3,7,443,2020-01-07T19:01:20.000Z,1
3,7,1,2020-01-07T19:53:23.000Z,1
3,7,488,2020-01-07T19:56:09.000Z,1
3,7,1,2020-01-07T20:10:00.000Z,1
3,7,18300,2020-01-07T20:10:06.000Z,1
3,7,1,2020-01-07T21:19:11.000Z,1
3,7,1,2020-01-07T20:52:49.000Z,1
3,7,506,2020-01-07T20:54:57.000Z,1
3,7,1,2020-01-07T21:24:18.000Z,1
3,7,1,2020-01-07T21:58:39.000Z,1
3,7,1,2020-01-07T21:52:54.000Z,1
3,7,393,2020-01-07T21:54:56.000Z,1
3,7,null,2020-01-07T22:28:11.000Z,1
3,7,1,2020-01-07T22:28:30.000Z,1
3,7,879,2020-01-07T22:29:59.000Z,1
3,7,1,2020-01-07T22:29:59.000Z,1
3,7,879,2020-01-07T22:29:59.000Z,1
3,7,1,2020-01-07T22:54:43.000Z,1
3,7,1,2020-01-07T22:57:37.000Z,1
3,7,250,2020-01-07T22:58:02.000Z,1
3,7,null,2020-01-07T23:01:17.000Z,1
3,7,1,2020-01-07T23:01:19.000Z,1
3,7,1,2020-01-07T23:01:25.000Z,1
3,7,null,2020-01-07T22:31:23.000Z,1
3,7,1,2020-01-07T22:31:28.000Z,1
3,7,372,2020-01-07T22:32:01.000Z,1
3,7,1,2020-01-07T22:32:01.000Z,1
3,7,372,2020-01-07T22:32:02.000Z,1
3,7,null,2020-01-07T22:36:10.000Z,1
3,7,1,2020-01-07T22:36:17.000Z,1
3,7,24,2020-01-07T22:36:39.000Z,1
3,7,1,2020-01-07T22:36:39.000Z,1
3,7,24,2020-01-07T22:36:41.000Z,1
3,7,1,2020-01-07T22:39:15.000Z,1
3,7,9,2020-01-07T22:39:27.000Z,1
3,7,1,2020-01-07T22:39:27.000Z,1
3,7,9,2020-01-07T22:39:28.000Z,1
3,7,1,2020-01-07T22:45:31.000Z,1
3,7,16205,2020-01-07T22:45:48.000Z,1
3,7,1,2020-01-07T23:53:10.000Z,1
3,7,118,2020-01-07T23:54:27.000Z,1
3,7,1,2020-01-08T00:46:01.000Z,1
3,7,4360,2020-01-08T00:46:10.000Z,1
3,7,1,2020-01-08T00:53:05.000Z,1
3,7,92,2020-01-08T00:54:07.000Z,1
3,7,1,2020-01-08T01:28:57.000Z,1
3,7,1,2020-01-08T02:13:22.000Z,1
3,7,1,2020-01-08T01:52:00.000Z,1
3,7,17,2020-01-08T01:52:41.000Z,1
3,7,1,2020-01-08T01:55:51.000Z,1
3,7,1,2020-01-08T03:28:18.000Z,1
3,7,1,2020-01-08T02:54:08.000Z,1
3,7,11,2020-01-08T02:55:05.000Z,1
3,7,null,2020-01-08T02:56:58.000Z,1
3,7,1,2020-01-08T04:19:13.000Z,1
3,7,1,2020-01-08T03:47:07.000Z,1
3,7,1588,2020-01-08T03:47:18.000Z,1
3,7,1,2020-01-08T03:52:51.000Z,1
3,7,1,2020-01-08T03:53:26.000Z,1
3,7,1,2020-01-08T04:28:21.000Z,1
3,7,74,2020-01-08T04:29:15.000Z,1
3,7,1,2020-01-08T04:29:15.000Z,1
3,7,74,2020-01-08T04:29:15.000Z,1
3,7,1,2020-01-08T05:12:42.000Z,1
3,7,1,2020-01-08T04:31:39.000Z,1
3,7,null,2020-01-08T04:32:14.000Z,1
3,7,40,2020-01-08T04:32:18.000Z,1
3,7,1,2020-01-08T04:32:18.000Z,1
3,7,40,2020-01-08T04:32:18.000Z,1
3,7,1,2020-01-08T04:36:11.000Z,1
3,7,null,2020-01-08T04:36:15.000Z,1
3,7,2,2020-01-08T04:36:18.000Z,1
3,7,1,2020-01-08T04:36:18.000Z,1
3,7,2,2020-01-08T04:36:19.000Z,1
3,7,1,2020-01-08T04:39:33.000Z,1
3,7,0,2020-01-08T04:39:47.000Z,1
3,7,1,2020-01-08T04:39:47.000Z,1
3,7,1,2020-01-08T04:53:18.000Z,1
3,7,1,2020-01-08T04:58:14.000Z,1
3,7,1,2020-01-08T05:01:18.000Z,1
3,7,0,2020-01-08T05:01:55.000Z,1
3,7,1,2020-01-08T05:01:55.000Z,1
4,8,1,2020-01-08T06:30:16.000Z,1
4,8,128,2020-01-08T06:30:17.000Z,1
4,8,null,2020-01-08T08:00:34.000Z,1
4,8,1,2020-01-08T10:28:08.000Z,1
4,8,1,2020-01-08T10:28:26.000Z,1
4,8,1,2020-01-08T10:31:21.000Z,1
4,8,1,2020-01-08T10:31:26.000Z,1
4,8,1,2020-01-08T10:36:07.000Z,1
4,8,0,2020-01-08T10:36:08.000Z,1
4,8,1,2020-01-08T10:36:08.000Z,1
4,8,1,2020-01-08T10:39:06.000Z,1
4,8,1,2020-01-08T10:39:07.000Z,1
4,8,1,2020-01-08T11:01:16.000Z,1
4,8,0,2020-01-08T11:01:17.000Z,1
4,8,1,2020-01-08T11:01:17.000Z,1
4,8,1,2020-01-08T13:02:59.000Z,1
4,8,85,2020-01-08T13:03:19.000Z,1
4,8,1,2020-01-08T13:53:41.000Z,1
4,8,4770,2020-01-08T14:12:19.000Z,1
4,8,1,2020-01-08T14:12:19.000Z,1
4,8,4770,2020-01-08T14:12:19.000Z,1
4,8,1,2020-01-08T14:50:27.000Z,1
4,8,467,2020-01-08T14:55:31.000Z,1
4,8,1,2020-01-08T15:25:17.000Z,1
4,8,1,2020-01-08T15:41:07.000Z,1
4,8,1,2020-01-08T15:53:07.000Z,1
4,8,496,2020-01-08T15:55:11.000Z,1
4,8,null,2020-01-08T16:16:04.000Z,1
4,8,null,2020-01-08T16:28:08.000Z,1
4,8,1,2020-01-08T16:28:23.000Z,1
4,8,371,2020-01-08T16:29:44.000Z,1
4,8,1,2020-01-08T16:29:44.000Z,1
4,8,371,2020-01-08T16:29:44.000Z,1
4,8,null,2020-01-08T16:31:23.000Z,1
4,8,1,2020-01-08T16:31:25.000Z,1
4,8,167,2020-01-08T16:31:54.000Z,1
4,8,1,2020-01-08T16:31:54.000Z,1
4,8,167,2020-01-08T16:31:55.000Z,1
4,8,1,2020-01-08T16:36:12.000Z,1
4,8,11,2020-01-08T16:36:32.000Z,1
4,8,1,2020-01-08T16:36:32.000Z,1
4,8,11,2020-01-08T16:36:32.000Z,1
4,8,null,2020-01-08T16:39:15.000Z,1
4,8,1,2020-01-08T16:39:21.000Z,1
4,8,12,2020-01-08T16:39:44.000Z,1
4,8,1,2020-01-08T16:39:44.000Z,1
4,8,12,2020-01-08T16:39:44.000Z,1
4,8,1,2020-01-08T16:54:25.000Z,1
4,8,492,2020-01-08T16:57:03.000Z,1
4,8,1,2020-01-08T17:00:35.000Z,1
4,8,null,2020-01-08T17:01:17.000Z,1
4,8,1,2020-01-08T17:01:21.000Z,1
4,8,0,2020-01-08T17:01:24.000Z,1
4,8,1,2020-01-08T17:01:24.000Z,1
4,8,1,2020-01-08T17:14:26.000Z,1
4,8,12849,2020-01-08T17:14:34.000Z,1
4,8,1,2020-01-08T18:03:50.000Z,1
4,8,1,2020-01-08T17:49:12.000Z,1
4,8,1,2020-01-08T17:52:11.000Z,1
4,8,423,2020-01-08T17:56:21.000Z,1
4,8,1,2020-01-08T18:01:39.000Z,1
4,8,1,2020-01-08T18:01:39.000Z,1
4,8,1,2020-01-08T18:01:47.000Z,1
4,8,1,2020-01-08T18:02:03.000Z,1
4,8,1,2020-01-08T18:02:03.000Z,1
4,8,1,2020-01-08T18:02:06.000Z,1
4,8,1,2020-01-08T18:02:11.000Z,1
4,8,1,2020-01-08T18:02:11.000Z,1
4,8,1,2020-01-08T18:02:13.000Z,1
4,8,null,2020-01-08T18:10:13.000Z,1
4,8,1,2020-01-08T18:17:32.000Z,1
4,8,1,2020-01-08T18:12:09.000Z,1
4,8,null,2020-01-08T18:23:17.000Z,1
4,8,1,2020-01-08T18:25:32.000Z,1
4,8,1,2020-01-08T18:54:18.000Z,1
4,8,404,2020-01-08T18:56:47.000Z,1
4,8,null,2020-01-08T19:16:12.000Z,1
4,8,1,2020-01-08T19:52:37.000Z,1
4,8,483,2020-01-08T19:55:10.000Z,1
4,8,1,2020-01-08T20:27:43.000Z,1
4,8,1,2020-01-08T20:07:48.000Z,1
4,8,18334,2020-01-08T20:08:02.000Z,1
4,8,1,2020-01-08T21:15:00.000Z,1
4,8,1,2020-01-08T20:53:18.000Z,1
4,8,505,2020-01-08T20:55:55.000Z,1
4,8,1,2020-01-08T21:24:27.000Z,1
4,8,1,2020-01-08T22:26:45.000Z,1
4,8,1,2020-01-08T21:54:02.000Z,1
4,8,424,2020-01-08T21:56:22.000Z,1
4,8,null,2020-01-08T22:28:08.000Z,1
4,8,1,2020-01-08T22:28:20.000Z,1
4,8,894,2020-01-08T22:29:18.000Z,1
4,8,1,2020-01-08T22:29:18.000Z,1
4,8,894,2020-01-08T22:29:18.000Z,1
4,8,null,2020-01-08T22:31:26.000Z,1
4,8,1,2020-01-08T22:31:28.000Z,1
4,8,375,2020-01-08T22:31:48.000Z,1
4,8,1,2020-01-08T22:31:48.000Z,1
4,8,375,2020-01-08T22:31:48.000Z,1
4,8,null,2020-01-08T22:36:09.000Z,1
4,8,1,2020-01-08T22:36:12.000Z,1
4,8,15,2020-01-08T22:36:18.000Z,1
4,8,1,2020-01-08T22:36:18.000Z,1
4,8,15,2020-01-08T22:36:19.000Z,1
4,8,null,2020-01-08T22:39:08.000Z,1
4,8,1,2020-01-08T22:39:11.000Z,1
4,8,9,2020-01-08T22:39:18.000Z,1
4,8,1,2020-01-08T22:39:18.000Z,1
4,8,9,2020-01-08T22:39:18.000Z,1
4,8,1,2020-01-08T22:54:34.000Z,1
4,8,1,2020-01-08T22:51:22.000Z,1
4,8,16070,2020-01-08T22:52:46.000Z,1
4,8,1,2020-01-08T22:57:46.000Z,1
4,8,220,2020-01-08T22:56:18.000Z,1
4,8,null,2020-01-08T23:01:30.000Z,1
4,8,1,2020-01-08T23:01:33.000Z,1
4,8,0,2020-01-08T23:01:40.000Z,1
4,8,1,2020-01-08T23:01:40.000Z,1
4,8,1,2020-01-08T23:53:16.000Z,1
4,8,139,2020-01-08T23:55:18.000Z,1
4,8,1,2020-01-09T00:39:14.000Z,1
4,8,4058,2020-01-09T00:39:20.000Z,1
4,8,1,2020-01-09T01:12:30.000Z,1
4,8,1,2020-01-09T00:53:29.000Z,1
4,8,61,2020-01-09T00:54:25.000Z,1
4,8,1,2020-01-09T01:52:25.000Z,1
4,8,15,2020-01-09T01:53:15.000Z,1
4,8,1,2020-01-09T01:54:48.000Z,1
4,8,1,2020-01-09T01:57:15.000Z,1
4,8,1,2020-01-09T02:06:25.000Z,1
4,8,1,2020-01-09T02:06:25.000Z,1
4,8,1,2020-01-09T02:07:56.000Z,1
4,8,1,2020-01-09T02:09:25.000Z,1
4,8,1,2020-01-09T02:09:25.000Z,1
4,8,1,2020-01-09T02:13:07.000Z,1
4,8,1,2020-01-09T02:54:03.000Z,1
4,8,5,2020-01-09T02:55:45.000Z,1
4,8,null,2020-01-09T03:04:30.000Z,1
4,8,1,2020-01-09T03:53:21.000Z,1
4,8,1,2020-01-09T03:54:19.000Z,1
4,8,1,2020-01-09T03:57:32.000Z,1
4,8,1360,2020-01-09T03:57:43.000Z,1
4,8,null,2020-01-09T04:28:08.000Z,1
4,8,1,2020-01-09T04:28:53.000Z,1
4,8,48,2020-01-09T04:30:52.000Z,1
4,8,1,2020-01-09T04:30:52.000Z,1
4,8,48,2020-01-09T04:30:52.000Z,1
4,8,null,2020-01-09T04:31:23.000Z,1
4,8,1,2020-01-09T04:31:32.000Z,1
4,8,37,2020-01-09T04:32:19.000Z,1
4,8,1,2020-01-09T04:32:19.000Z,1
4,8,37,2020-01-09T04:32:19.000Z,1
4,8,null,2020-01-09T04:36:10.000Z,1
4,8,1,2020-01-09T04:36:16.000Z,1
4,8,1,2020-01-09T04:36:35.000Z,1
4,8,1,2020-01-09T04:39:09.000Z,1
4,8,1,2020-01-09T04:39:14.000Z,1
4,8,1,2020-01-09T04:52:01.000Z,1
4,8,1,2020-01-09T04:54:34.000Z,1
4,8,null,2020-01-09T05:01:47.000Z,1
4,8,1,2020-01-09T05:01:56.000Z,1
4,8,1,2020-01-09T05:02:14.000Z,1
4,8,null,2020-01-09T05:50:27.000Z,1
5,9,1,2020-01-09T06:39:23.000Z,1
5,9,106,2020-01-09T06:39:23.000Z,1
5,9,null,2020-01-09T08:00:34.000Z,1
5,9,1,2020-01-09T10:28:07.000Z,1
5,9,0,2020-01-09T10:28:22.000Z,1
5,9,1,2020-01-09T10:28:22.000Z,1
5,9,1,2020-01-09T10:31:21.000Z,1
5,9,0,2020-01-09T10:31:24.000Z,1
5,9,1,2020-01-09T10:31:24.000Z,1
5,9,1,2020-01-09T10:36:07.000Z,1
5,9,1,2020-01-09T10:36:07.000Z,1
5,9,1,2020-01-09T10:39:07.000Z,1
5,9,1,2020-01-09T10:39:07.000Z,1
5,9,1,2020-01-09T11:01:16.000Z,1
5,9,0,2020-01-09T11:01:17.000Z,1
5,9,1,2020-01-09T11:01:17.000Z,1
5,9,1,2020-01-09T13:02:37.000Z,1
5,9,58,2020-01-09T13:03:00.000Z,1
5,9,1,2020-01-09T13:10:33.000Z,1
5,9,1,2020-01-09T13:12:00.000Z,1
5,9,1,2020-01-09T13:12:00.000Z,1
5,9,1,2020-01-09T13:12:51.000Z,1
5,9,1,2020-01-09T13:12:51.000Z,1
5,9,1,2020-01-09T13:53:55.000Z,1
5,9,4615,2020-01-09T14:13:53.000Z,1
5,9,1,2020-01-09T14:13:53.000Z,1
5,9,4615,2020-01-09T14:13:53.000Z,1
5,9,1,2020-01-09T14:50:30.000Z,1
5,9,442,2020-01-09T14:55:41.000Z,1
5,9,1,2020-01-09T15:26:09.000Z,1
5,9,1,2020-01-09T15:53:06.000Z,1
5,9,479,2020-01-09T15:55:58.000Z,1
5,9,null,2020-01-09T16:20:04.000Z,1
5,9,1,2020-01-09T16:28:30.000Z,1
5,9,417,2020-01-09T16:31:10.000Z,1
5,9,1,2020-01-09T16:31:10.000Z,1
5,9,417,2020-01-09T16:31:14.000Z,1
5,9,null,2020-01-09T16:31:46.000Z,1
5,9,1,2020-01-09T16:32:00.000Z,1
5,9,180,2020-01-09T16:33:12.000Z,1
5,9,1,2020-01-09T16:33:12.000Z,1
5,9,180,2020-01-09T16:33:12.000Z,1
5,9,1,2020-01-09T16:36:08.000Z,1
5,9,16,2020-01-09T16:36:18.000Z,1
5,9,1,2020-01-09T16:36:18.000Z,1
5,9,16,2020-01-09T16:36:18.000Z,1
5,9,null,2020-01-09T16:39:09.000Z,1
5,9,1,2020-01-09T16:39:12.000Z,1
5,9,5,2020-01-09T16:39:23.000Z,1
5,9,1,2020-01-09T16:39:23.000Z,1
5,9,5,2020-01-09T16:39:23.000Z,1
5,9,1,2020-01-09T16:40:54.000Z,1
5,9,1,2020-01-09T16:42:11.000Z,1
5,9,1,2020-01-09T16:42:11.000Z,1
5,9,1,2020-01-09T16:42:15.000Z,1
5,9,1,2020-01-09T16:53:02.000Z,1
5,9,483,2020-01-09T16:55:18.000Z,1
5,9,null,2020-01-09T17:01:18.000Z,1
5,9,1,2020-01-09T17:01:31.000Z,1
5,9,1,2020-01-09T17:01:36.000Z,1
5,9,1,2020-01-09T17:25:04.000Z,1
5,9,12800,2020-01-09T17:25:15.000Z,1
5,9,1,2020-01-09T17:54:16.000Z,1
5,9,1,2020-01-09T17:53:03.000Z,1
5,9,434,2020-01-09T17:55:39.000Z,1
5,9,1,2020-01-09T18:29:41.000Z,1
5,9,1,2020-01-09T18:25:38.000Z,1
5,9,1,2020-01-09T18:54:58.000Z,1
5,9,398,2020-01-09T18:57:25.000Z,1
5,9,1,2020-01-09T19:10:59.000Z,1
5,9,1,2020-01-09T19:24:21.000Z,1
5,9,1,2020-01-09T19:25:40.000Z,1
5,9,null,2020-01-09T19:35:08.000Z,1
5,9,19415,2020-01-09T20:27:35.000Z,1
5,9,1,2020-01-09T19:53:08.000Z,1
5,9,510,2020-01-09T19:55:58.000Z,1
5,9,1,2020-01-09T20:27:37.000Z,1
5,9,19415,2020-01-09T20:27:54.000Z,1
5,9,1,2020-01-09T21:20:21.000Z,1
5,9,1,2020-01-09T20:52:40.000Z,1
5,9,461,2020-01-09T20:55:09.000Z,1
5,9,1,2020-01-09T21:00:06.000Z,1
5,9,1,2020-01-09T21:02:34.000Z,1
5,9,1,2020-01-09T21:02:34.000Z,1
5,9,1,2020-01-09T21:04:28.000Z,1
5,9,1,2020-01-09T21:04:28.000Z,1
5,9,1,2020-01-09T21:04:32.000Z,1
5,9,1,2020-01-09T21:10:09.000Z,1
5,9,1,2020-01-09T21:10:09.000Z,1
5,9,1,2020-01-09T21:24:53.000Z,1
5,9,1,2020-01-09T22:00:55.000Z,1
5,9,1,2020-01-09T21:35:44.000Z,1
5,9,1,2020-01-09T21:35:44.000Z,1
5,9,1,2020-01-09T21:35:48.000Z,1
5,9,1,2020-01-09T21:52:30.000Z,1
5,9,418,2020-01-09T21:54:36.000Z,1
5,9,1,2020-01-09T22:06:47.000Z,1
5,9,1,2020-01-09T22:06:47.000Z,1
5,9,1,2020-01-09T22:06:52.000Z,1
5,9,null,2020-01-09T22:28:15.000Z,1
5,9,1,2020-01-09T22:28:35.000Z,1
5,9,956,2020-01-09T22:30:17.000Z,1
5,9,1,2020-01-09T22:30:17.000Z,1
5,9,956,2020-01-09T22:30:17.000Z,1
5,9,1,2020-01-09T22:31:27.000Z,1
5,9,335,2020-01-09T22:31:58.000Z,1
5,9,1,2020-01-09T22:31:58.000Z,1
5,9,335,2020-01-09T22:31:59.000Z,1
5,9,null,2020-01-09T22:36:21.000Z,1
5,9,1,2020-01-09T22:36:28.000Z,1
5,9,27,2020-01-09T22:36:44.000Z,1
5,9,1,2020-01-09T22:36:44.000Z,1
5,9,27,2020-01-09T22:36:45.000Z,1
5,9,null,2020-01-09T22:39:09.000Z,1
5,9,1,2020-01-09T22:39:18.000Z,1
5,9,8,2020-01-09T22:39:28.000Z,1
5,9,1,2020-01-09T22:39:28.000Z,1
5,9,8,2020-01-09T22:39:29.000Z,1
5,9,1,2020-01-09T22:53:05.000Z,1
5,9,1,2020-01-09T22:56:02.000Z,1
5,9,13359,2020-01-09T22:56:33.000Z,1
5,9,1,2020-01-09T23:28:43.000Z,1
5,9,null,2020-01-09T23:01:17.000Z,1
5,9,1,2020-01-09T23:01:20.000Z,1
5,9,1,2020-01-09T23:01:25.000Z,1
5,9,294,2020-01-09T23:01:52.000Z,1
5,9,1,2020-01-10T00:07:30.000Z,1
5,9,1,2020-01-09T23:52:24.000Z,1
5,9,145,2020-01-09T23:54:14.000Z,1
5,9,1,2020-01-10T00:26:01.000Z,1
5,9,1,2020-01-10T01:29:37.000Z,1
5,9,1,2020-01-10T00:53:01.000Z,1
5,9,75,2020-01-10T00:53:51.000Z,1
5,9,1,2020-01-10T02:23:03.000Z,1
5,9,1,2020-01-10T01:53:28.000Z,1
5,9,16,2020-01-10T01:54:14.000Z,1
5,9,1,2020-01-10T02:01:44.000Z,1
5,9,5326,2020-01-10T02:02:36.000Z,1
5,9,1,2020-01-10T02:24:20.000Z,1
5,9,1,2020-01-10T03:08:45.000Z,1
5,9,1,2020-01-10T02:53:57.000Z,1
5,9,5,2020-01-10T02:54:44.000Z,1
5,9,1,2020-01-10T03:25:52.000Z,1
5,9,1,2020-01-10T03:54:06.000Z,1
5,9,3,2020-01-10T03:55:15.000Z,1
5,9,null,2020-01-10T04:28:08.000Z,1
5,9,1,2020-01-10T04:28:17.000Z,1
5,9,77,2020-01-10T04:29:16.000Z,1
5,9,1,2020-01-10T04:29:16.000Z,1
5,9,77,2020-01-10T04:29:16.000Z,1
5,9,null,2020-01-10T04:31:21.000Z,1
5,9,1,2020-01-10T04:31:24.000Z,1
5,9,27,2020-01-10T04:31:53.000Z,1
5,9,1,2020-01-10T04:31:53.000Z,1
5,9,27,2020-01-10T04:31:53.000Z,1
5,9,1,2020-01-10T04:36:09.000Z,1
5,9,2,2020-01-10T04:36:17.000Z,1
5,9,1,2020-01-10T04:36:17.000Z,1
5,9,2,2020-01-10T04:36:17.000Z,1
5,9,null,2020-01-10T04:39:07.000Z,1
5,9,1,2020-01-10T04:39:11.000Z,1
5,9,1,2020-01-10T04:39:14.000Z,1
5,9,1,2020-01-10T04:53:23.000Z,1
5,9,1,2020-01-10T04:52:49.000Z,1
5,9,314,2020-01-10T04:53:13.000Z,1
5,9,1,2020-01-10T04:54:02.000Z,1
