"DayOfWeek","DayOfYear","Records Affected","Timestamp","WeekNbr"
7,18,1,2020-01-18T17:01:14.000Z,2
7,18,0,2020-01-18T17:01:15.000Z,2
7,18,1,2020-01-18T17:01:15.000Z,2
7,18,1,2020-01-18T17:13:11.000Z,2
7,18,1,2020-01-18T17:43:10.000Z,2
7,18,1,2020-01-18T17:50:19.000Z,2
7,18,14,2020-01-18T17:50:28.000Z,2
7,18,1,2020-01-18T18:13:09.000Z,2
7,18,1,2020-01-18T18:23:19.000Z,2
7,18,489,2020-01-18T18:25:04.000Z,2
7,18,1,2020-01-18T18:25:04.000Z,2
7,18,489,2020-01-18T18:25:04.000Z,2
7,18,1,2020-01-18T18:43:13.000Z,2
7,18,1,2020-01-18T18:50:18.000Z,2
7,18,12,2020-01-18T18:50:26.000Z,2
7,18,1,2020-01-18T19:13:12.000Z,2
7,18,1,2020-01-18T19:43:13.000Z,2
7,18,1,2020-01-18T19:50:17.000Z,2
7,18,8,2020-01-18T19:50:24.000Z,2
7,18,1,2020-01-18T19:53:18.000Z,2
7,18,299,2020-01-18T19:55:15.000Z,2
7,18,1,2020-01-18T19:55:15.000Z,2
7,18,299,2020-01-18T19:55:15.000Z,2
7,18,1,2020-01-18T20:13:12.000Z,2
7,18,1,2020-01-18T20:43:15.000Z,2
7,18,1,2020-01-18T20:50:18.000Z,2
7,18,14,2020-01-18T20:50:25.000Z,2
7,18,1,2020-01-18T21:13:27.000Z,2
7,18,1,2020-01-18T21:23:20.000Z,2
7,18,198,2020-01-18T21:25:18.000Z,2
7,18,1,2020-01-18T21:25:18.000Z,2
7,18,198,2020-01-18T21:25:18.000Z,2
7,18,1,2020-01-18T21:43:13.000Z,2
7,18,1,2020-01-18T21:50:18.000Z,2
7,18,7,2020-01-18T21:50:24.000Z,2
7,18,1,2020-01-18T22:13:14.000Z,2
7,18,1,2020-01-18T22:28:07.000Z,2
7,18,1,2020-01-18T22:28:08.000Z,2
7,18,1,2020-01-18T22:31:21.000Z,2
7,18,1,2020-01-18T22:31:22.000Z,2
7,18,1,2020-01-18T22:36:07.000Z,2
7,18,1,2020-01-18T22:36:07.000Z,2
7,18,1,2020-01-18T22:39:06.000Z,2
7,18,1,2020-01-18T22:39:07.000Z,2
7,18,1,2020-01-18T22:43:13.000Z,2
7,18,1,2020-01-18T22:50:17.000Z,2
7,18,10,2020-01-18T22:50:24.000Z,2
7,18,1,2020-01-18T22:53:18.000Z,2
7,18,119,2020-01-18T22:55:08.000Z,2
7,18,1,2020-01-18T22:55:08.000Z,2
7,18,119,2020-01-18T22:55:08.000Z,2
7,18,1,2020-01-18T23:01:14.000Z,2
7,18,1,2020-01-18T23:01:14.000Z,2
7,18,1,2020-01-18T23:13:12.000Z,2
7,18,1,2020-01-18T23:43:14.000Z,2
7,18,1,2020-01-18T23:50:20.000Z,2
7,18,12,2020-01-18T23:50:27.000Z,2
7,18,1,2020-01-19T00:13:16.000Z,2
7,18,1,2020-01-19T00:23:19.000Z,2
7,18,51,2020-01-19T00:25:09.000Z,2
7,18,1,2020-01-19T00:25:09.000Z,2
7,18,51,2020-01-19T00:25:09.000Z,2
7,18,1,2020-01-19T00:43:13.000Z,2
7,18,1,2020-01-19T00:50:18.000Z,2
7,18,1,2020-01-19T00:50:25.000Z,2
7,18,1,2020-01-19T01:13:17.000Z,2
7,18,1,2020-01-19T01:15:11.000Z,2
7,18,1,2020-01-19T01:43:11.000Z,2
7,18,1,2020-01-19T01:50:17.000Z,2
7,18,9,2020-01-19T01:50:24.000Z,2
7,18,1,2020-01-19T01:53:19.000Z,2
7,18,41,2020-01-19T01:55:03.000Z,2
7,18,1,2020-01-19T01:55:03.000Z,2
7,18,41,2020-01-19T01:55:03.000Z,2
7,18,1,2020-01-19T02:13:11.000Z,2
7,18,1,2020-01-19T02:43:12.000Z,2
7,18,1,2020-01-19T02:50:18.000Z,2
7,18,1,2020-01-19T02:50:24.000Z,2
7,18,1,2020-01-19T03:13:11.000Z,2
7,18,1,2020-01-19T03:23:19.000Z,2
7,18,23,2020-01-19T03:25:07.000Z,2
7,18,1,2020-01-19T03:25:07.000Z,2
7,18,23,2020-01-19T03:25:07.000Z,2
7,18,1,2020-01-19T03:43:15.000Z,2
7,18,1,2020-01-19T03:50:18.000Z,2
7,18,2,2020-01-19T03:50:25.000Z,2
7,18,1,2020-01-19T04:28:07.000Z,2
7,18,0,2020-01-19T04:28:09.000Z,2
7,18,1,2020-01-19T04:28:09.000Z,2
7,18,1,2020-01-19T04:31:21.000Z,2
7,18,0,2020-01-19T04:31:22.000Z,2
7,18,1,2020-01-19T04:31:22.000Z,2
7,18,1,2020-01-19T04:36:07.000Z,2
7,18,1,2020-01-19T04:36:07.000Z,2
7,18,1,2020-01-19T04:39:06.000Z,2
7,18,1,2020-01-19T04:39:07.000Z,2
7,18,1,2020-01-19T04:50:18.000Z,2
7,18,1,2020-01-19T04:53:19.000Z,2
7,18,3,2020-01-19T04:55:04.000Z,2
7,18,1,2020-01-19T04:55:04.000Z,2
7,18,3,2020-01-19T04:55:04.000Z,2
7,18,1,2020-01-19T05:01:14.000Z,2
7,18,1,2020-01-19T05:01:14.000Z,2
2,20,1,2020-01-20T08:04:16.000Z,3
2,20,1,2020-01-20T10:28:06.000Z,3
2,20,1,2020-01-20T10:28:08.000Z,3
2,20,1,2020-01-20T10:31:20.000Z,3
2,20,0,2020-01-20T10:31:21.000Z,3
2,20,1,2020-01-20T10:31:21.000Z,3
2,20,1,2020-01-20T10:36:05.000Z,3
2,20,1,2020-01-20T10:36:06.000Z,3
2,20,1,2020-01-20T10:39:05.000Z,3
2,20,1,2020-01-20T10:39:06.000Z,3
2,20,1,2020-01-20T11:01:14.000Z,3
2,20,1,2020-01-20T11:01:14.000Z,3
2,20,1,2020-01-20T13:02:36.000Z,3
2,20,75,2020-01-20T13:02:48.000Z,3
2,20,1,2020-01-20T13:53:18.000Z,3
2,20,3345,2020-01-20T13:55:33.000Z,3
2,20,1,2020-01-20T13:55:33.000Z,3
2,20,3345,2020-01-20T13:55:33.000Z,3
2,20,1,2020-01-20T14:50:18.000Z,3
2,20,393,2020-01-20T14:50:54.000Z,3
2,20,1,2020-01-20T15:21:43.000Z,3
2,20,1,2020-01-20T15:23:18.000Z,3
2,20,7169,2020-01-20T15:25:42.000Z,3
2,20,1,2020-01-20T15:25:42.000Z,3
2,20,7169,2020-01-20T15:25:43.000Z,3
2,20,1,2020-01-20T15:31:32.000Z,3
2,20,1,2020-01-20T15:41:28.000Z,3
2,20,1,2020-01-20T15:52:01.000Z,3
2,20,1,2020-01-20T15:50:28.000Z,3
2,20,417,2020-01-20T15:53:19.000Z,3
2,20,1,2020-01-20T16:01:57.000Z,3
2,20,1,2020-01-20T16:11:25.000Z,3
2,20,1,2020-01-20T16:21:39.000Z,3
2,20,1,2020-01-20T16:28:07.000Z,3
2,20,132,2020-01-20T16:28:09.000Z,3
2,20,1,2020-01-20T16:28:09.000Z,3
2,20,132,2020-01-20T16:28:09.000Z,3
2,20,1,2020-01-20T16:31:48.000Z,3
2,20,1,2020-01-20T16:31:22.000Z,3
2,20,33,2020-01-20T16:31:35.000Z,3
2,20,1,2020-01-20T16:31:35.000Z,3
2,20,33,2020-01-20T16:31:35.000Z,3
2,20,1,2020-01-20T16:36:06.000Z,3
2,20,1,2020-01-20T16:36:07.000Z,3
2,20,1,2020-01-20T16:36:07.000Z,3
2,20,1,2020-01-20T16:36:07.000Z,3
2,20,1,2020-01-20T16:39:07.000Z,3
2,20,1,2020-01-20T16:39:08.000Z,3
2,20,1,2020-01-20T16:39:08.000Z,3
2,20,1,2020-01-20T16:39:08.000Z,3
2,20,1,2020-01-20T16:41:09.000Z,3
2,20,1,2020-01-20T16:52:05.000Z,3
2,20,1,2020-01-20T16:50:27.000Z,3
2,20,1,2020-01-20T16:53:22.000Z,3
2,20,9046,2020-01-20T16:58:29.000Z,3
2,20,474,2020-01-20T16:57:06.000Z,3
2,20,1,2020-01-20T16:58:29.000Z,3
2,20,9046,2020-01-20T16:58:29.000Z,3
2,20,1,2020-01-20T17:01:41.000Z,3
2,20,1,2020-01-20T17:01:15.000Z,3
2,20,1,2020-01-20T17:01:22.000Z,3
2,20,1,2020-01-20T17:11:28.000Z,3
2,20,1,2020-01-20T17:22:16.000Z,3
2,20,1,2020-01-20T17:31:49.000Z,3
2,20,1,2020-01-20T17:41:32.000Z,3
2,20,1,2020-01-20T17:52:08.000Z,3
2,20,1,2020-01-20T17:50:27.000Z,3
2,20,376,2020-01-20T17:52:49.000Z,3
2,20,1,2020-01-20T18:01:48.000Z,3
2,20,1,2020-01-20T18:11:07.000Z,3
2,20,1,2020-01-20T18:21:38.000Z,3
2,20,1,2020-01-20T18:23:19.000Z,3
2,20,7788,2020-01-20T18:25:48.000Z,3
2,20,1,2020-01-20T18:25:48.000Z,3
2,20,7788,2020-01-20T18:25:48.000Z,3
2,20,1,2020-01-20T18:31:34.000Z,3
2,20,1,2020-01-20T18:41:18.000Z,3
2,20,1,2020-01-20T18:52:15.000Z,3
2,20,1,2020-01-20T18:50:26.000Z,3
2,20,1,2020-01-20T19:02:06.000Z,3
2,20,370,2020-01-20T19:02:33.000Z,3
2,20,1,2020-01-20T19:11:37.000Z,3
2,20,1,2020-01-20T19:21:42.000Z,3
2,20,1,2020-01-20T19:31:52.000Z,3
2,20,1,2020-01-20T19:41:27.000Z,3
2,20,null,2020-01-20T19:51:35.000Z,3
2,20,1,2020-01-20T19:50:26.000Z,3
2,20,1,2020-01-20T19:51:35.000Z,3
2,20,1,2020-01-20T19:51:35.000Z,3
2,20,1,2020-01-20T19:52:05.000Z,3
2,20,439,2020-01-20T19:52:32.000Z,3
2,20,1,2020-01-20T19:53:22.000Z,3
2,20,8326,2020-01-20T19:57:21.000Z,3
2,20,1,2020-01-20T19:57:21.000Z,3
2,20,8326,2020-01-20T19:57:21.000Z,3
2,20,1,2020-01-20T20:02:03.000Z,3
2,20,1,2020-01-20T20:11:34.000Z,3
2,20,1,2020-01-20T20:21:47.000Z,3
2,20,1,2020-01-20T20:31:43.000Z,3
2,20,1,2020-01-20T20:41:20.000Z,3
2,20,1,2020-01-20T20:52:00.000Z,3
2,20,1,2020-01-20T20:50:25.000Z,3
2,20,433,2020-01-20T20:54:54.000Z,3
2,20,1,2020-01-20T21:01:55.000Z,3
2,20,1,2020-01-20T21:11:36.000Z,3
2,20,1,2020-01-20T21:21:58.000Z,3
2,20,1,2020-01-20T21:23:19.000Z,3
2,20,7775,2020-01-20T21:25:54.000Z,3
2,20,1,2020-01-20T21:25:54.000Z,3
2,20,7775,2020-01-20T21:25:54.000Z,3
2,20,1,2020-01-20T21:31:40.000Z,3
2,20,1,2020-01-20T21:40:56.000Z,3
2,20,1,2020-01-20T21:51:43.000Z,3
2,20,1,2020-01-20T21:50:20.000Z,3
2,20,394,2020-01-20T21:51:09.000Z,3
2,20,1,2020-01-20T22:01:39.000Z,3
2,20,1,2020-01-20T22:10:52.000Z,3
2,20,1,2020-01-20T22:21:12.000Z,3
2,20,1,2020-01-20T22:28:06.000Z,3
2,20,415,2020-01-20T22:28:08.000Z,3
2,20,1,2020-01-20T22:28:08.000Z,3
2,20,415,2020-01-20T22:28:08.000Z,3
2,20,1,2020-01-20T22:31:33.000Z,3
2,20,1,2020-01-20T22:31:21.000Z,3
2,20,94,2020-01-20T22:31:22.000Z,3
2,20,1,2020-01-20T22:31:22.000Z,3
2,20,94,2020-01-20T22:31:22.000Z,3
2,20,1,2020-01-20T22:36:06.000Z,3
2,20,8,2020-01-20T22:36:07.000Z,3
2,20,1,2020-01-20T22:36:07.000Z,3
2,20,8,2020-01-20T22:36:07.000Z,3
2,20,1,2020-01-20T22:39:06.000Z,3
2,20,5,2020-01-20T22:39:07.000Z,3
2,20,1,2020-01-20T22:39:07.000Z,3
2,20,5,2020-01-20T22:39:07.000Z,3
2,20,1,2020-01-20T22:40:50.000Z,3
2,20,1,2020-01-20T22:51:41.000Z,3
2,20,1,2020-01-20T22:50:20.000Z,3
2,20,1,2020-01-20T22:53:23.000Z,3
2,20,4879,2020-01-20T22:56:54.000Z,3
2,20,1,2020-01-20T22:56:54.000Z,3
2,20,4879,2020-01-20T22:56:54.000Z,3
2,20,211,2020-01-20T22:57:03.000Z,3
2,20,1,2020-01-20T23:01:51.000Z,3
2,20,1,2020-01-20T23:01:15.000Z,3
2,20,0,2020-01-20T23:01:16.000Z,3
2,20,1,2020-01-20T23:01:16.000Z,3
2,20,1,2020-01-20T23:10:52.000Z,3
2,20,1,2020-01-20T23:21:20.000Z,3
2,20,1,2020-01-20T23:31:38.000Z,3
2,20,1,2020-01-20T23:41:12.000Z,3
2,20,1,2020-01-20T23:51:27.000Z,3
2,20,1,2020-01-20T23:50:20.000Z,3
2,20,109,2020-01-20T23:50:43.000Z,3
2,20,1,2020-01-21T00:01:43.000Z,3
2,20,1,2020-01-21T00:10:52.000Z,3
2,20,1,2020-01-21T00:20:57.000Z,3
2,20,1,2020-01-21T00:23:19.000Z,3
2,20,1710,2020-01-21T00:25:17.000Z,3
2,20,1,2020-01-21T00:25:17.000Z,3
2,20,1710,2020-01-21T00:25:17.000Z,3
2,20,1,2020-01-21T00:31:38.000Z,3
2,20,1,2020-01-21T00:41:11.000Z,3
2,20,1,2020-01-21T00:51:27.000Z,3
2,20,1,2020-01-21T00:50:20.000Z,3
2,20,62,2020-01-21T00:50:37.000Z,3
2,20,1,2020-01-21T01:01:37.000Z,3
2,20,1,2020-01-21T01:11:14.000Z,3
2,20,1,2020-01-21T01:21:12.000Z,3
2,20,1,2020-01-21T01:31:33.000Z,3
2,20,1,2020-01-21T01:40:50.000Z,3
2,20,1,2020-01-21T01:51:18.000Z,3
2,20,1,2020-01-21T01:50:20.000Z,3
2,20,22,2020-01-21T01:50:36.000Z,3
2,20,1,2020-01-21T01:53:19.000Z,3
2,20,513,2020-01-21T01:55:13.000Z,3
2,20,1,2020-01-21T01:55:13.000Z,3
2,20,513,2020-01-21T01:55:13.000Z,3
2,20,1,2020-01-21T02:02:08.000Z,3
2,20,1,2020-01-21T02:10:55.000Z,3
2,20,1,2020-01-21T02:20:50.000Z,3
2,20,1,2020-01-21T02:31:35.000Z,3
2,20,1,2020-01-21T02:40:49.000Z,3
2,20,1,2020-01-21T02:51:22.000Z,3
2,20,1,2020-01-21T02:50:20.000Z,3
2,20,5,2020-01-21T02:50:33.000Z,3
2,20,1,2020-01-21T03:01:39.000Z,3
2,20,1,2020-01-21T03:10:49.000Z,3
2,20,1,2020-01-21T03:21:17.000Z,3
2,20,1,2020-01-21T03:23:19.000Z,3
2,20,89,2020-01-21T03:25:14.000Z,3
2,20,1,2020-01-21T03:25:14.000Z,3
2,20,89,2020-01-21T03:25:14.000Z,3
2,20,1,2020-01-21T03:31:39.000Z,3
2,20,1,2020-01-21T03:41:13.000Z,3
2,20,1,2020-01-21T03:50:55.000Z,3
2,20,1,2020-01-21T03:50:19.000Z,3
2,20,3,2020-01-21T03:50:29.000Z,3
2,20,1,2020-01-21T04:01:24.000Z,3
2,20,1,2020-01-21T04:11:00.000Z,3
2,20,1,2020-01-21T04:21:22.000Z,3
2,20,1,2020-01-21T04:28:07.000Z,3
2,20,29,2020-01-21T04:28:09.000Z,3
2,20,1,2020-01-21T04:28:09.000Z,3
2,20,29,2020-01-21T04:28:09.000Z,3
2,20,1,2020-01-21T04:31:38.000Z,3
2,20,1,2020-01-21T04:31:21.000Z,3
2,20,11,2020-01-21T04:31:24.000Z,3
2,20,1,2020-01-21T04:31:24.000Z,3
2,20,11,2020-01-21T04:31:24.000Z,3
2,20,1,2020-01-21T04:36:06.000Z,3
2,20,1,2020-01-21T04:36:07.000Z,3
2,20,1,2020-01-21T04:39:06.000Z,3
2,20,1,2020-01-21T04:39:07.000Z,3
2,20,1,2020-01-21T04:40:49.000Z,3
2,20,1,2020-01-21T04:51:18.000Z,3
2,20,1,2020-01-21T04:50:20.000Z,3
2,20,1,2020-01-21T04:53:19.000Z,3
2,20,51,2020-01-21T04:55:12.000Z,3
2,20,1,2020-01-21T04:55:12.000Z,3
2,20,51,2020-01-21T04:55:12.000Z,3
2,20,1,2020-01-21T05:01:37.000Z,3
2,20,1,2020-01-21T05:01:15.000Z,3
2,20,1,2020-01-21T05:01:15.000Z,3
2,20,1,2020-01-21T05:11:01.000Z,3
2,20,1,2020-01-21T05:21:08.000Z,3
2,20,1,2020-01-21T05:31:51.000Z,3
2,20,1,2020-01-21T05:40:54.000Z,3
2,20,1,2020-01-21T05:51:03.000Z,3
3,21,1,2020-01-21T06:02:15.000Z,3
3,21,1,2020-01-21T06:10:45.000Z,3
3,21,1,2020-01-21T08:04:20.000Z,3
3,21,1,2020-01-21T10:28:07.000Z,3
3,21,1,2020-01-21T10:28:08.000Z,3
3,21,1,2020-01-21T10:31:21.000Z,3
3,21,1,2020-01-21T10:31:21.000Z,3
3,21,1,2020-01-21T10:36:06.000Z,3
3,21,1,2020-01-21T10:36:07.000Z,3
3,21,1,2020-01-21T10:39:06.000Z,3
3,21,1,2020-01-21T10:39:07.000Z,3
3,21,1,2020-01-21T11:01:14.000Z,3
3,21,1,2020-01-21T11:01:15.000Z,3
3,21,1,2020-01-21T13:02:36.000Z,3
3,21,59,2020-01-21T13:02:48.000Z,3
3,21,1,2020-01-21T13:53:18.000Z,3
3,21,3946,2020-01-21T13:55:30.000Z,3
3,21,1,2020-01-21T13:55:30.000Z,3
3,21,3946,2020-01-21T13:55:30.000Z,3
3,21,1,2020-01-21T14:50:18.000Z,3
3,21,519,2020-01-21T14:52:57.000Z,3
3,21,1,2020-01-21T15:21:33.000Z,3
3,21,1,2020-01-21T15:23:19.000Z,3
3,21,7867,2020-01-21T15:26:16.000Z,3
3,21,1,2020-01-21T15:26:16.000Z,3
3,21,7867,2020-01-21T15:26:16.000Z,3
2,6,1,2020-01-07T03:07:36.000Z,1
2,6,1,2020-01-07T02:54:03.000Z,1
2,6,4,2020-01-07T02:54:46.000Z,1
2,6,1,2020-01-07T03:28:00.000Z,1
2,6,1,2020-01-07T03:25:09.000Z,1
2,6,1,2020-01-07T04:19:34.000Z,1
2,6,1,2020-01-07T03:54:10.000Z,1
2,6,1,2020-01-07T03:55:00.000Z,1
2,6,1,2020-01-07T04:28:27.000Z,1
2,6,45,2020-01-07T04:29:49.000Z,1
2,6,1,2020-01-07T04:29:49.000Z,1
2,6,45,2020-01-07T04:29:49.000Z,1
2,6,1,2020-01-07T05:20:06.000Z,1
2,6,null,2020-01-07T04:31:22.000Z,1
2,6,1,2020-01-07T04:31:34.000Z,1
2,6,38,2020-01-07T04:32:30.000Z,1
2,6,1,2020-01-07T04:32:30.000Z,1
2,6,38,2020-01-07T04:32:31.000Z,1
2,6,null,2020-01-07T04:36:13.000Z,1
2,6,1,2020-01-07T04:36:17.000Z,1
2,6,2,2020-01-07T04:36:32.000Z,1
2,6,1,2020-01-07T04:36:32.000Z,1
2,6,2,2020-01-07T04:36:33.000Z,1
2,6,null,2020-01-07T04:39:49.000Z,1
2,6,1,2020-01-07T04:40:25.000Z,1
2,6,0,2020-01-07T04:40:57.000Z,1
2,6,1,2020-01-07T04:40:57.000Z,1
2,6,1,2020-01-07T04:42:46.000Z,1
2,6,1,2020-01-07T04:54:52.000Z,1
2,6,3,2020-01-07T04:56:10.000Z,1
2,6,null,2020-01-07T05:01:23.000Z,1
2,6,1,2020-01-07T05:01:28.000Z,1
2,6,1,2020-01-07T05:01:44.000Z,1
2,6,1,2020-01-07T05:06:00.000Z,1
2,6,289,2020-01-07T05:06:01.000Z,1
2,6,1,2020-01-07T05:59:51.000Z,1
2,6,1,2020-01-07T02:23:34.000Z,1
2,6,1,2020-01-07T01:52:59.000Z,1
2,6,34,2020-01-07T01:53:59.000Z,1
2,6,1,2020-01-07T02:09:14.000Z,1
2,6,5058,2020-01-07T02:09:18.000Z,1
3,7,null,2020-01-07T08:00:22.000Z,1
2,6,1,2020-01-07T05:59:51.000Z,1
2,6,1,2020-01-07T02:23:34.000Z,1
2,6,1,2020-01-07T01:52:59.000Z,1
2,6,34,2020-01-07T01:53:59.000Z,1
2,6,1,2020-01-07T02:09:14.000Z,1
2,6,5058,2020-01-07T02:09:18.000Z,1
2,6,1,2020-01-07T03:07:36.000Z,1
2,6,1,2020-01-07T02:54:03.000Z,1
2,6,4,2020-01-07T02:54:46.000Z,1
2,6,1,2020-01-07T03:28:00.000Z,1
2,6,1,2020-01-07T03:25:09.000Z,1
2,6,1,2020-01-07T04:19:34.000Z,1
2,6,1,2020-01-07T03:54:10.000Z,1
2,6,1,2020-01-07T03:55:00.000Z,1
2,6,1,2020-01-07T04:28:27.000Z,1
2,6,45,2020-01-07T04:29:49.000Z,1
2,6,1,2020-01-07T04:29:49.000Z,1
2,6,45,2020-01-07T04:29:49.000Z,1
2,6,1,2020-01-07T05:20:06.000Z,1
2,6,null,2020-01-07T04:31:22.000Z,1
2,6,1,2020-01-07T04:31:34.000Z,1
2,6,38,2020-01-07T04:32:30.000Z,1
2,6,1,2020-01-07T04:32:30.000Z,1
2,6,38,2020-01-07T04:32:31.000Z,1
2,6,null,2020-01-07T04:36:13.000Z,1
2,6,1,2020-01-07T04:36:17.000Z,1
2,6,2,2020-01-07T04:36:32.000Z,1
2,6,1,2020-01-07T04:36:32.000Z,1
2,6,2,2020-01-07T04:36:33.000Z,1
2,6,null,2020-01-07T04:39:49.000Z,1
2,6,1,2020-01-07T04:40:25.000Z,1
2,6,0,2020-01-07T04:40:57.000Z,1
2,6,1,2020-01-07T04:40:57.000Z,1
2,6,1,2020-01-07T04:42:46.000Z,1
2,6,1,2020-01-07T04:54:52.000Z,1
2,6,3,2020-01-07T04:56:10.000Z,1
2,6,null,2020-01-07T05:01:23.000Z,1
2,6,1,2020-01-07T05:01:28.000Z,1
2,6,1,2020-01-07T05:01:44.000Z,1
2,6,1,2020-01-07T05:06:00.000Z,1
2,6,289,2020-01-07T05:06:01.000Z,1
3,7,1,2020-01-07T10:28:08.000Z,1
3,7,0,2020-01-07T10:28:23.000Z,1
3,7,1,2020-01-07T10:28:23.000Z,1
3,7,null,2020-01-07T08:00:22.000Z,1
2,6,1,2020-01-07T02:23:34.000Z,1
2,6,1,2020-01-07T01:52:59.000Z,1
2,6,34,2020-01-07T01:53:59.000Z,1
2,6,1,2020-01-07T02:09:14.000Z,1
2,6,5058,2020-01-07T02:09:18.000Z,1
2,6,1,2020-01-07T03:07:36.000Z,1
2,6,1,2020-01-07T02:54:03.000Z,1
